commodity,brand,specification,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
Candles,Liwanag Esperma #16 - White,White,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,45.0,45.0,44.0
Candles,Liwanag Esperma #18 - White,White,62.5,62.5,62.5,62.5,71.75,62.5,62.5,62.5,62.5,71.75,71.75,71.75
Candles,Liwanag Esperma Candle (White) #24,White,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5,167.5
Candles,Manila Wax Commercial Sperma #02,White,46.0,46.0,46.0,46.0,46.0,46.0,46.75,46.0,46.0,53.75,53.75,53.75
Candles,Manila Wax Commercial Sperma #03,White,56.0,56.0,61.0,56.75,56.75,56.75,56.75,56.75,56.75,64.5,64.5,64.5
Candles,Manila Wax Commercial Sperma #04,White,40.5,40.5,40.5,40.5,40.5,40.5,40.75,40.75,40.75,47.7,47.7,47.5
Candles,Manila Wax Commercial Sperma #14,White,46.0,46.0,46.0,46.0,46.0,46.0,46.75,46.0,46.0,53.75,53.75,53.75
Candles,Manila Wax Commercial Sperma #16,White,51.0,51.0,51.0,51.0,51.0,56.0,56.0,56.0,56.0,58.75,58.75,58.75
Candles,Manila Wax Commercial Votive #01 (White),White,71.0,71.0,78.0,71.75,71.75,71.75,71.75,71.75,71.75,81.75,81.75,81.75
Candles,Manila Wax Commercial Votive #02 (White),White,61.0,61.0,61.0,61.0,61.0,61.75,61.75,61.75,61.75,70.75,70.75,70.75
Candles,Manila Wax Commercial Votive #03 (White),White,51.0,51.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,58.75,58.75,58.75
Candles,5-STAR Esperma (White) #3,White,41.0,41.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,49.8,49.8,49.8
Candles,5-STAR Esperma (White) #6,White,88.0,88.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,106.0,106.0,106.0
Candles,5-STAR Esperma (White) #8,White,115.0,115.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,137.9,137.9,137.9
Candles,5-STAR Esperma (White) #14,White,27.5,27.5,31.5,31.5,27.5,27.5,27.5,27.5,27.5,33.4,33.4,33.4
Candles,5-STAR Esperma (White) #22,White,90.0,90.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,108.2,108.2
Candles,Export Candles & Esperma (White) # 03,White,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,
Candles,Export Candles & Esperma (White) #05,White,49.75,49.75,49.75,49.75,49.75,49.75,49.75,49.75,49.75,49.75,49.75,49.75
Candles,Export Candles & Esperma (White) # 06,White,69.75,69.75,69.75,69.75,66.0,66.0,,69.75,,,69.75,
Candles,Export Candles & Esperma (White) #08,White,49.75,49.75,49.75,49.75,44.25,49.75,49.75,49.75,49.75,49.75,49.75,49.75
Candles,Export Candles & Esperma (White) #10,White,59.75,59.75,59.75,59.75,56.0,56.0,59.75,59.75,59.75,59.75,59.75,59.75
Candles,Export Candles & Esperma (White) # 12,White,59.75,59.75,59.75,59.75,59.0,59.0,59.0,59.75,,,59.75,
Candles,Export Candles & Esperma (White) # 14,White,59.75,59.75,59.75,59.75,59.75,59.75,59.75,59.75,59.75,59.75,59.75,59.75
Candles,Export Candles & Esperma (White) # 16,White,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75
Candles,Export Candles & Esperma (White) # 18,White,39.75,39.75,39.75,39.75,39.75,39.75,39.75,39.75,39.75,39.75,39.75,39.75
Candles,Export Candles & Esperma (White) # 19,White,79.75,79.75,79.75,79.75,78.5,79.75,79.75,79.75,79.75,79.75,79.75,79.75
Candles,Export Candles & Esperma (White) # 20 x 2,White,54.75,54.75,54.75,54.75,54.75,54.75,54.75,51.75,54.75,54.75,54.75,54.75
Candles,Export Candles & Esperma (White) # 20 x 4,White,99.75,99.75,99.75,99.75,98.75,99.75,99.75,99.75,99.75,99.75,99.75,99.75
Candles,Export Candle & Esperma Vigil #01 (White),White,49.75,49.75,49.75,49.75,49.75,49.75,49.75,49.75,49.75,49.75,49.75,49.75
Candles,Export Candle & Esperma Vigil #02 x 4 (White),White,44.75,44.75,44.75,44.75,44.75,44.75,44.75,44.75,44.75,44.5,44.5,44.75
Candles,Export Candle & Esperma Vigil #02 x 6 (Yellow),Yellow,69.75,69.75,69.75,69.75,69.75,69.75,69.75,69.75,69.75,69.75,69.75,69.75
Canned Pork - Luncheon Meat,CDO Chinese Style Luncheon Meat - 165g,165g,32.5,32.5,34.0,34.0,34.0,34.0,35.0,35.5,35.5,35.5,35.5,35.5
Canned Pork - Luncheon Meat,Purefoods Chinese Luncheon Meat,165g,32.5,32.5,32.5,32.5,32.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5
Canned Pork - Luncheon Meat,CDO Chinese Style Luncheon Meat - 150g,150g,30.0,30.75,30.0,31.0,31.55,31.55,30.95,30.95,31.55,31.55,30.95,30.95
Canned Pork - Luncheon Meat,La Filipina Luncheon Meat - 110g,110g,37.75,37.75,37.75,37.75,37.4,,,,,,,
Canned Pork - Luncheon Meat,La Filipina Luncheon Meat - 190g,190g,75.0,75.0,78.85,78.85,78.85,78.85,78.85,88.25,88.25,88.25,88.25,88.25
Canned Pork - Luncheon Meat,Liberty Beef Luncheon Meat,165g,40.2,37.9,40.2,42.25,42.25,,,,,,,
Canned Pork - Luncheon Meat,Liberty Pork Luncheon Meat,165g,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0
Canned Pork - Meat Loaf,Argentina Meat Loaf - 150g,150g,18.75,18.75,20.25,20.25,20.25,21.25,21.25,21.25,22.25,22.5,22.5,22.5
Canned Pork - Meat Loaf,Bingo Meat Loaf - 150g,150g,16.25,16.25,16.25,17.0,17.0,17.0,18.5,19.5,19.5,19.5,19.5,19.5
Canned Pork - Meat Loaf,Argentina Meat Loaf - 170g,170g,20.25,20.25,21.75,21.75,21.75,22.75,22.75,22.75,22.75,23.75,23.75,23.75
Canned Pork - Meat Loaf,555 Meat Loaf,150g,18.25,18.25,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5
Canned Pork - Meat Loaf,CDO Meat Loaf - Classic 150g,150g,17.75,17.75,18.25,18.25,18.25,18.25,19.0,19.0,19.0,19.0,19.0,19.0
Canned Pork - Meat Loaf,Winner Meat Loaf - 150g,150g,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
Canned Pork - Meat Loaf,Ligo Meat Loaf - 150g,150g,23.8,23.8,23.8,25.0,24.75,25.3,27.0,27.0,27.0,27.0,27.0,27.0
Canned Pork - Meat Loaf,Ligo Meat Loaf - 175g,175g,29.5,26.0,26.0,27.0,27.0,29.5,29.5,29.5,29.5,29.5,29.5,29.5
Canned Pork - Meat Loaf,Liberty Brand Meat Loaf,200g,16.75,16.75,16.75,16.75,,,,,,,,
Canned Pork - Meat Loaf,Lucky 7 Meat Loaf - 150g,150g,18.5,18.5,18.5,18.5,19.5,19.5,19.5,20.5,20.5,20.5,20.5,20.5
Canned Pork - Meat Loaf,Young's Town Meat Loaf - 155g,155g,22.0,22.0,23.5,23.5,20.85,22.95,22.95,22.95,22.95,,,
Canned Pork - Meat Loaf,Purefoods Star Meat loaf,150g,20.5,17.95,17.95,17.95,17.95,18.5,18.5,18.5,18.5,18.5,18.5,18.5
Canned Beef - Corned Beef,Argentina Corned Beef - 150g,150g,32.75,32.75,34.75,34.75,34.75,34.75,34.75,34.75,34.75,34.75,34.75,34.75
Canned Beef - Corned Beef,Argentina Corned Beef - 175g,175g,37.75,37.75,39.75,39.75,39.75,39.75,39.75,39.75,39.75,39.75,39.75,39.75
Canned Beef - Corned Beef,CDO Corned Beef - 150g,150g,26.5,26.5,26.5,26.5,26.5,,,,,,,
Canned Beef - Corned Beef,Star Corned Beef - 150g,150g,30.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0
Canned Beef - Corned Beef,Ligo Premium - LUZON Corned Beef,175g,34.75,35.8,35.8,35.8,,,35.55,35.25,35.25,35.25,,35.25
Canned Beef - Corned Beef,Winner Corned Beef - 150g,150g,30.75,30.75,30.75,30.75,28.0,28.0,,30.75,30.75,30.75,30.75,30.75
Canned Beef - Corned Beef,El Rancho Corned Beef - 150g,150g,28.5,28.5,28.5,28.5,25.0,27.3,,,28.5,27.3,27.3,27.3
Canned Beef - Corned Beef,Young's Town Brand Corned Beef - Premium,150g,30.25,30.25,30.25,30.25,30.25,30.25,31.25,31.25,31.25,31.25,31.25,31.25
Canned Beef - Corned Beef,Bingo Corned Beef - 150g,150g,18.5,18.5,18.5,19.25,19.25,19.25,20.0,20.0,20.0,20.0,20.0,20.0
Canned Beef - Corned Beef,Purefoods Corned Beef - 150g,150g,69.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,73.5,73.5
Canned Beef - Corned Beef,Purefoods Star Corned Beef - 175g,175g,35.25,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,38.0,38.0
Canned Beef - Beef Loaf,Argentina Beef Loaf - 150g,150g,17.75,17.75,19.0,19.0,19.0,20.0,20.0,20.0,20.0,21.0,21.0,21.0
Canned Beef - Beef Loaf,Argentina Beef Loaf - 170g,170g,20.25,20.25,21.75,21.75,21.75,22.75,22.75,22.75,22.75,23.75,23.75,23.75
Canned Beef - Beef Loaf,555 Beef Loaf,150g,18.25,18.25,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5
Canned Beef - Beef Loaf,Purefoods Superior Beef Loaf - 200g,200g,24.9,24.4,24.9,24.9,24.9,24.9,,,,,,
Canned Beef - Beef Loaf,CDO Beef Loaf - Classic,150g,17.75,17.75,18.25,18.25,18.25,18.25,19.0,19.0,19.0,19.0,19.0,19.0
Canned Beef - Beef Loaf,El Rancho Beef Loaf - 155g,155g,17.75,17.75,17.75,17.75,17.75,17.75,17.75,17.75,17.75,17.75,17.75,17.75
Canned Beef - Beef Loaf,Purefoods Beef Loaf - 150g,150g,18.15,18.15,18.15,18.15,18.15,,,,,,,
Canned Beef - Beef Loaf,Bingo Beef Loaf - 150g,150g,16.25,16.25,16.25,16.5,16.5,16.5,17.0,17.0,17.0,17.0,17.0,17.0
Canned Beef - Beef Loaf,Liberty Beef Loaf - 200g,200g,16.75,16.75,16.75,16.75,,,,,,,,
Canned Beef - Beef Loaf,Ligo Beef Loaf - 175g,175g,28.5,26.4,26.4,27.5,27.5,30.25,30.25,30.25,30.25,30.25,30.25,30.25
Canned Beef - Beef Loaf,Winner Beef loaf,150g,19.5,18.5,18.5,18.5,19.85,19.85,19.85,19.85,19.85,19.85,19.85,19.85
Canned Beef - Beef Loaf,Señorita Beef Loaf,150g,17.05,16.5,16.5,17.05,19.0,,,18.25,18.25,18.35,19.25,18.35
Condiments - Vinegar,Datu Puti White Vinegar (Gin Bottle) - SUPERMARKETS,350mL,16.0,16.0,16.0,16.0,16.0,16.5,16.5,16.5,16.5,17.5,17.5,17.5
Condiments - Vinegar,Silver Swan Vinegar,350mL,14.95,16.0,16.0,16.0,16.0,14.95,16.5,16.5,15.5,16.5,17.5,17.5
Condiments - Vinegar,Datu Puti White Vinegar (PET Bottle) - SUPERMARKET,350mL,16.0,16.0,16.0,16.0,16.0,16.5,16.5,16.5,16.5,17.5,17.5,17.5
Condiments - Vinegar,Marca Pina Sukang Puti (PET bottle),385mL,16.75,18.5,18.25,17.45,17.5,17.45,18.5,19.5,19.5,19.5,19.5,18.5
Condiments - Vinegar,Marca Pina Sukang Puti (gin bottle),350mL,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,17.0,17.0,17.0,17.0
Condiments - Vinegar,Silver Swan Vinegar (PET bottle),385mL,17.0,17.0,17.0,17.0,18.35,18.5,18.5,19.0,19.0,18.0,19.0,19.0
Condiments - Vinegar,Silver Swan Sukang Puti DOY PACK - SUPERMARKETS,200ml,7.25,7.25,7.25,7.25,7.25,7.0,7.25,7.5,7.5,7.5,7.5,7.5
Condiments - Vinegar,Datu Puti Vinegar,385ml,17.5,17.5,17.5,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.5
Condiments - Patis,Datu Puti Patis (Gin Bottle) - SUPERMARKET,350mL,24.0,24.0,24.0,24.0,24.0,24.75,24.75,24.75,24.75,24.75,24.75,24.75
Condiments - Patis,Nelicom Special Fish Sauce (GIN/PET BOTTLE) - SUPERMARKET,350mL,26.4,26.4,26.4,26.4,27.25,,,,,,,
Condiments - Patis,Silver Swan Special Patis,350mL,23.0,23.0,23.0,23.0,23.0,23.75,23.75,23.75,23.75,23.75,23.75,23.75
Condiments - Patis,Rufina Patis,325mL,23.5,23.5,23.5,29.5,29.5,,,29.5,29.5,,,
Condiments - Patis,Datu Puti Patis (PET Bottle) - SUPERMARKET,350mL,24.0,24.0,24.0,24.0,24.0,24.75,24.75,24.75,24.75,24.75,24.75,24.75
Condiments - Patis,Lorins Patis (PET Bottle),350mL,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25
Condiments - Patis,Marca Pina Patis (gin bottle),350mL,22.6,24.0,24.0,24.0,24.0,24.5,24.5,25.0,25.0,25.0,25.0,25.0
Condiments - Patis,Tentay Patis,385mL,17.5,17.5,17.5,18.45,,,,,,,,
Condiments - Patis,Lorins Patis Budget Pack,350ml,19.5,19.5,19.25,19.25,19.25,19.5,19.25,19.25,19.25,19.5,19.5,19.25
Condiments - Patis,Lorins Patis Pouch,150mL,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5
Condiments - Soy Sauce,Datu Puti Soy Sauce (GIN BOTTLE) - SUPERMARKETS,350mL,18.5,18.5,18.5,18.5,18.5,19.1,19.1,19.1,19.1,19.0,19.0,19.0
Condiments - Soy Sauce,Silver Swan Soy Sauce - SUPERMARKETS,350mL,18.5,18.5,18.5,18.5,18.5,19.1,19.1,19.1,19.0,19.5,19.5,19.5
Condiments - Soy Sauce,Datu Puti Soy Sauce (PET BOTTLE) - SUPERMARKETS,350mL,18.5,18.5,18.5,18.5,18.5,19.1,19.1,19.1,19.1,19.0,19.0,19.0
Condiments - Soy Sauce,Marca Pina Soy Sauce (gin bottle),350mL,18.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,20.0,20.0,20.0,20.0
Condiments - Soy Sauce,Marca Pina Soy Sauce (PET bottle),385mL,20.0,21.75,21.5,21.5,21.5,21.5,21.5,22.5,22.5,22.5,22.5,22.5
Condiments - Soy Sauce,Silver Swan Soy Sauce (plastic bottle),385mL,19.5,20.0,20.0,,21.5,21.5,21.5,22.0,22.0,22.0,22.0,22.0
Condiments - Soy Sauce,Silver Swan Soy Sauce DOY PACK - SUPERMARKETS,200mL,9.75,9.75,9.75,9.75,9.75,9.5,9.75,9.75,9.75,10.0,10.0,10.0
Condiments - Soy Sauce,Datu Puti Soy Sauce,385ml,19.0,19.0,19.0,21.0,21.0,21.0,21.0,21.5,21.5,21.5,21.5,21.5
Toilet Soap,Safeguard Pure White Soap - 60g,60g,17.0,17.0,17.25,17.25,17.25,17.25,17.25,19.0,19.0,19.0,19.0,19.0
Toilet Soap,Safeguard Pure White Soap - 130g,130g,42.0,41.0,43.25,43.25,43.25,43.25,43.25,44.75,44.75,44.75,44.75,44.75
Toilet Soap,Green Cross (Pure Care) - 55g,55g,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5
Toilet Soap,Green Cross (Pure Care) - 85g,85g,21.75,21.75,21.75,21.75,21.8,21.8,21.75,21.75,21.75,21.75,21.75,21.75
Toilet Soap,Green Cross (Pure Care) - 125g,125g,31.75,31.75,31.75,31.75,31.75,31.75,31.75,31.75,31.75,31.75,31.75,31.75
Toilet Soap,Johnson's Regular Baby Soap - 60g,60g,17.0,17.0,17.0,17.0,17.0,17.0,17.0,18.0,18.0,18.0,18.0,18.0
Toilet Soap,Johnson's Regular Baby Soap - 100g,100g,30.0,30.0,30.0,30.0,30.0,30.0,30.75,30.75,30.75,30.75,30.75,30.75
Toilet Soap,Johnson's Regular Baby Soap - 150g,150g,43.0,43.0,43.0,43.0,43.0,43.0,44.0,44.0,44.0,44.0,44.0,44.0
Toilet Soap,"Shield (Blue, Pink, Yellow) - 60g",60g,12.75,12.75,12.75,12.75,13.25,14.0,13.25,13.25,13.25,13.75,13.75,13.75
Toilet Soap,"Shield (Blue, Pink, Yellow) - 90g",90g,21.25,21.25,21.25,21.25,22.25,24.0,22.25,22.25,22.25,23.0,23.0,23.0
Toilet Soap,"Shield (Blue, Pink, Yellow) - 120g",120g,,28.0,31.75,31.75,29.25,33.75,33.75,33.75,33.75,30.5,30.5,30.5
Toilet Soap,"Tender Care (Classic mild, Pink Blossom) Soap - 55g",55g,14.0,15.0,15.0,15.0,15.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0
Toilet Soap,"Tender Care (Classic mild, Pink Blossom) Soap - 80g",80g,25.5,27.0,27.0,27.0,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5
Toilet Soap,"Tender Care (Classic mild, Pink Blossom) Soap - 115g",115g,35.0,39.0,39.0,39.0,39.0,39.0,41.0,41.0,41.0,41.0,41.0,41.0
Toilet Soap,Palmolive Naturals Pinkish & Glow (pink),55g,13.25,13.25,13.25,14.5,14.5,14.5,14.5,15.5,15.5,15.5,15.5,15.5
Toilet Soap,Safeguard Pure White Soap 85g,85g,34.5,33.25,34.25,35.5,32.9,32.9,32.9,35.0,36.5,36.5,35.0,37.0
Toilet Soap,Palmolive Naturals Hydrating Glow (green),55g,,,,,14.5,14.5,14.5,15.5,15.5,15.5,15.5,15.5
Toilet Soap,Palmolive Naturals White with Natural Papaya,55g,,,,,14.5,14.5,14.5,15.5,15.5,15.5,15.5,15.5
Toilet Soap,Palmolive Naturals White with Natural Milk,55g,,,,,14.5,14.5,14.5,15.5,15.5,15.5,15.5,15.5
Toilet Soap,Safeguard Pure White (Jumbo),90g,,,,,29.25,29.25,29.25,29.25,29.25,29.25,29.25,29.25
Battery,Eveready Heavy Duty Small RED AA (pack of 2),2,27.0,27.0,27.0,27.0,,27.0,24.75,24.75,24.75,27.0,27.0,26.75
Battery,Eveready Super Heavy Duty Small BLACK AA (pack of 2),2,39.95,39.95,39.95,39.95,39.95,39.95,39.95,39.95,39.95,39.95,39.95,
Battery,Eveready Heavy Duty Small RED AA (pack of 4),4,44.0,44.0,46.25,46.25,42.0,46.25,48.0,43.75,43.75,48.0,48.0,48.0
Battery,Energizer MAX AA (pack of 4),4 pcs/pack,172.0,172.0,189.25,189.25,189.25,189.25,196.5,196.5,196.5,196.5,196.5,196.5
Battery,Eveready Heavy Duty Big RED D (pack of 2),2,47.25,47.25,49.5,49.5,49.5,49.45,47.75,47.75,47.75,51.25,51.25,51.25
Battery,Eveready Super Heavy Duty BLACK D (pack of 2),2,65.0,65.0,68.25,68.25,68.25,68.25,70.75,70.75,70.75,70.75,70.75,70.75
Flour,Windmill Hard Flour 25kg,25kg,980.0,980.0,1030.0,,980.0,,,,,,,
Flour,El Superior Hard Flour 25kg,25kg,960.0,1010.0,,,1000.0,,,,,,,
Flour,Emperor Hard Flour 25kg,25kg,970.0,1070.0,1070.0,,1070.0,,,,,,,
Flour,General Hard Flour 25kg,25kg,970.0,860.0,1000.0,990.0,990.0,,,,,720.0,995.0,990.0
Flour,Globe Hard Flour 25kg,25kg,940.0,940.0,,,1050.0,,,,,,,
Flour,King Hard Flour 25kg,25kg,960.0,1050.0,1050.0,,990.0,,,,,,,
Flour,Kutitap Hard Flour 25kg,25kg,930.0,1030.0,1030.0,,1030.0,,,,,,,
Flour,Montana Hard Flour 25kg,25kg,980.0,950.0,950.0,955.0,955.0,,,,995.0,995.0,985.0,
Flour,Sun Moon Star Hard Flour 25kg,25kg,950.0,1040.0,1050.0,,1050.0,,,,,,,
Flour,Sunshine Hard Flour 25kg,25kg,950.0,1020.0,1040.0,,1020.0,,,,,,,
Flour,Washington Gold Hard Flour 25kg,25kg,940.0,940.0,940.0,940.0,945.0,990.0,,,985.0,985.0,,
Flour,Wellington Hard Flour 25kg,25kg,980.0,1100.0,1070.0,,1020.0,,,,,,,
Flour,Atlantic Grains Hard Flour 25kg,25kg,925.0,925.0,1020.0,,1050.0,,,,,,,
Flour,Baker's Choice Hard Flour,25kg,730.0,730.0,920.0,940.0,940.0,,980.0,980.0,,,975.0,975.0
Flour,Vinta Hard Flour 25kg,25kg,630.0,850.0,,850.0,880.0,920.0,920.0,920.0,920.0,,,
Flour,Prince Hard Flour 25kg,25kg,920.0,1010.0,1010.0,,1010.0,,,,,,,
Flour,Gold Fish Hard Flour 25kg,25kg,,1020.0,1050.0,980.0,980.0,980.0,,,,,980.0,980.0
Flour,Cattleya Soft Flour 25kg,25kg,780.0,780.0,910.0,900.0,910.0,910.0,920.0,950.0,950.0,950.0,970.0,970.0
Flour,Baron Hard Flour,25kg,,1250.0,1250.0,,1220.0,,,,,,,
Flour,Wooden Spoon Hard Flour (All-Purpose) 25kg,25kg,1100.0,1100.0,1300.0,,1300.0,,,,,,,
Flour,Amigo Gold (plastic) Soft Flour 25kg,25kg,,940.0,940.0,945.0,945.0,990.0,,910.0,,910.0,905.0,925.0
Flour,Cinderella (Cotton) Soft Flour 25kg,25kg,880.0,940.0,940.0,850.0,940.0,,,,,,980.0,980.0
Flour,Countess Soft Flour 25kg,25kg,880.0,1250.0,960.0,905.0,905.0,950.0,980.0,980.0,960.0,930.0,930.0,930.0
Flour,Gold Key (plastic) Soft Flour 25kg,25kg,850.0,1000.0,1000.0,,1000.0,,,,980.0,980.0,980.0,980.0
Flour,Isla Soft Flour 25kg,25kg,780.0,890.0,985.0,950.0,950.0,890.0,935.0,,980.0,980.0,930.0,980.0
Flour,Mega Star Soft Flour 25kg,25kg,870.0,940.0,930.0,930.0,960.0,940.0,960.0,980.0,980.0,980.0,980.0,980.0
Flour,Red Dragon Soft Flour 25kg,25kg,850.0,930.0,930.0,880.0,880.0,920.0,950.0,950.0,930.0,900.0,900.0,900.0
Flour,Sampaguita Soft Flour 25kg,25kg,790.0,790.0,980.0,980.0,950.0,980.0,980.0,,,,,
Flour,Penguine (3rd Class) Hard Flour 25kg,25kg,810.0,820.0,840.0,870.0,850.0,850.0,900.0,900.0,900.0,900.0,880.0,880.0
Flour,Monarch Hard Flour,25kg/bag,940.0,940.0,1030.0,,1030.0,980.0,,,,,990.0,990.0
Flour,Ajuma Soft Flour,25kg,,,,,,870.0,880.0,890.0,890.0,890.0,890.0,890.0
Flour,Mayon Soft Flour,25kg,,,,,,,,,,930.0,930.0,930.0
